product code,quantity,estimated delivery date,lodgement date,contract number,salesman number
M79W815,510,2008-03-27,2008-05-01,CSE0001492,11212510
T38951Z,840,2008-05-09,2008-04-20,CSE0001492,12110515
U198C32,230,2008-05-02,2008-04-18,CSE0001492,11710008
ML18593,450,2008-03-20,2008-03-31,CSE0001492,11111510
P8130N9,820,2008-04-03,2008-03-25,CSE0001492,11710200
CF29758,750,2008-05-10,2008-04-15,CSE0001492,11412311
C741G20,50,2008-04-06,2008-04-25,CSE0001492,11310927
I291Q38,410,2008-04-27,2008-04-30,CSE0001492,11710304
LR91308,830,2008-04-25,2008-03-28,CSE0001492,12210529
SW03642,330,2008-04-17,2008-04-18,CSE0001492,12110515
A59027Z,160,2008-05-01,2008-04-19,CSE0001492,11210120
F24170J,490,2008-05-04,2008-04-30,CSE0001492,11911204
P09Y825,590,2008-04-19,2008-04-07,CSE0001492,11312003
E738Y40,630,2014-06-14,2014-07-22,CSE0001493,12010114
M6328D7,820,2014-07-19,2014-06-17,CSE0001493,12112203
S7Z8134,800,2014-06-29,2014-07-04,CSE0001493,12211404
IY01329,770,2014-07-25,2014-07-14,CSE0001493,11112716
N89L425,500,2014-07-12,2014-07-14,CSE0001493,12210904
D0W8356,550,2008-02-26,2008-03-07,CSE0001494,11112928
P45Q120,820,2008-02-27,2008-03-18,CSE0001494,11711209
E6N2308,400,2008-03-22,2008-02-26,CSE0001494,11610925
F76983D,940,2008-04-05,2008-04-11,CSE0001494,11411022
C78629B,170,2008-03-12,2008-04-06,CSE0001494,11810002
C7G8396,510,2008-03-10,2008-04-01,CSE0001494,11412110
A08264O,20,2008-04-05,2008-02-23,CSE0001494,11512017
UL87156,850,2008-03-04,2008-03-03,CSE0001494,11510005
CG63821,340,2008-02-27,2008-03-15,CSE0001494,11512213
E7R6098,340,2008-02-28,2008-03-12,CSE0001494,12210926
M6328D7,20,2019-01-28,2019-02-26,CSE0001495,11112520
T9508D4,260,2019-02-04,2019-01-05,CSE0001495,11310914
OP18549,560,2019-01-09,2019-01-19,CSE0001495,11711514
C634K72,860,2019-02-24,2019-01-29,CSE0001495,12110614
G9372K0,730,2019-02-15,2019-02-09,CSE0001495,11310914
L8N0649,840,2005-07-18,2005-06-16,CSE0001496,11911012
MC32085,190,2005-07-11,2005-06-11,CSE0001496,11210713
C3752Y9,300,2005-07-01,2005-06-28,CSE0001496,11310224
CO19853,880,2005-08-01,2005-06-24,CSE0001496,11210008
G053V91,770,2005-08-02,2005-07-17,CSE0001496,12211106
SL87069,140,2005-07-18,2005-07-14,CSE0001496,12112211
A58192Z,760,2005-06-12,2005-08-01,CSE0001496,11210506
PI37560,790,2010-11-17,2010-12-06,CSE0001497,11910811
N74Y235,770,2010-12-18,2010-11-23,CSE0001497,12011723
E738Y40,800,2010-11-27,2010-12-09,CSE0001497,12012309
W1473B8,260,2010-11-14,2010-12-22,CSE0001497,11110319
A08264O,450,2010-12-11,2010-12-25,CSE0001497,11111115
A094G67,750,2010-11-18,2010-12-19,CSE0001497,11710805
C78629B,50,2010-12-12,2010-12-04,CSE0001497,12011723
P9L0284,940,2010-11-17,2010-11-18,CSE0001497,11312922
R54810N,270,2010-11-17,2010-12-06,CSE0001497,11712325
G9372K0,160,2010-11-21,2010-11-14,CSE0001497,12011723
S1490W6,730,2010-11-13,2010-11-16,CSE0001497,11412311
T35X601,290,2010-11-24,2010-12-21,CSE0001497,12210428
T1R9247,890,2011-01-05,2011-01-01,CSE0001497,11312426
T0E9518,160,2014-04-04,2014-03-14,CSE0001498,11211721
E6N2308,160,2014-03-29,2014-04-15,CSE0001498,12010605
A35J746,790,2014-03-24,2014-03-19,CSE0001498,11312828
S6I1543,400,2014-04-09,2014-04-07,CSE0001498,11112918
B189A57,650,2014-03-08,2014-03-05,CSE0001498,11811426
F76983D,180,2014-04-12,2014-05-01,CSE0001498,11211721
R39U102,320,2014-04-12,2014-04-11,CSE0001498,11910916
A50L172,640,2014-03-16,2014-04-15,CSE0001498,11210622
O9F4205,220,2014-03-04,2014-04-26,CSE0001498,11711609
CO19853,990,2014-03-27,2014-04-05,CSE0001498,12211320
TS64823,230,2014-04-02,2014-03-22,CSE0001498,11112316
G053V91,70,2014-04-28,2014-04-14,CSE0001498,11212120
L60241X,660,2014-04-19,2014-05-01,CSE0001498,11811307
R45327J,460,2014-03-09,2014-05-01,CSE0001498,11610803
C04R672,840,2014-04-30,2014-03-08,CSE0001498,12012421
C21057Z,170,2014-03-31,2014-03-26,CSE0001498,12111906
C741G20,980,2014-04-20,2014-04-12,CSE0001498,11712312
P3650F7,180,2014-04-23,2014-04-12,CSE0001498,11911729
T75D268,510,2014-04-10,2014-04-30,CSE0001498,11410203
S86042Z,20,2014-04-30,2014-03-20,CSE0001498,11811307
H089L35,150,2014-04-13,2014-04-11,CSE0001498,11610022
G9372K0,750,2014-03-09,2014-03-09,CSE0001498,12210020
R81O564,310,2014-03-05,2014-03-16,CSE0001498,12010902
WC49732,770,2021-03-30,2021-05-01,CSE0001499,11710914
A35J746,610,2008-03-03,2008-02-29,CSE0001500,12211417
K62879Z,700,2008-03-01,2008-02-13,CSE0001500,12211711
P6O1843,180,2008-01-20,2008-02-24,CSE0001500,11611816
FJ71643,770,2008-03-06,2008-01-26,CSE0001500,11912728
C46258Y,90,2008-02-13,2008-02-14,CSE0001500,12111803
H18Z450,20,2008-02-25,2008-01-23,CSE0001500,11912112
L92148E,420,2012-08-13,2012-09-21,CSE0001501,11411326
W49310P,140,2012-08-21,2012-08-19,CSE0001501,11112406
I36Z941,480,2012-09-21,2012-08-20,CSE0001501,11312113
C98142A,160,2001-09-20,2001-08-18,CSE0001502,12212618
S15H647,190,2001-08-17,2001-08-18,CSE0001502,12012220
MM72065,920,2001-08-29,2001-08-23,CSE0001502,11610329
T1239W5,290,2001-08-24,2001-09-19,CSE0001502,11110725
ML18593,610,2001-08-30,2001-09-21,CSE0001502,11711710
LO12047,860,2001-09-18,2001-09-23,CSE0001502,11311906
M97X845,120,2001-09-17,2001-08-12,CSE0001502,12210524
C2056I7,120,2001-08-14,2001-10-03,CSE0001502,11112206
FG91426,330,2001-10-07,2001-10-07,CSE0001502,12012220
S8104Z6,950,2001-08-26,2001-08-10,CSE0001502,11211017
MR46392,500,2001-08-09,2001-09-11,CSE0001502,11610022
C37A594,920,2001-08-14,2001-08-11,CSE0001502,11811307
B56K283,380,2001-08-16,2001-09-16,CSE0001502,11812006
SR61908,30,2001-09-20,2001-08-28,CSE0001502,12110429
B239N58,680,2001-08-29,2001-08-18,CSE0001502,11310313
CC50327,680,2001-09-21,2001-08-20,CSE0001502,12010417
M6328D7,910,2001-09-26,2001-09-07,CSE0001502,12211320
P9L0284,340,2001-09-12,2001-08-12,CSE0001502,11610803
D7903R1,340,2001-09-20,2001-08-24,CSE0001502,11311700
CS90168,880,2001-09-23,2001-09-23,CSE0001502,11211429
M859T76,280,2001-10-06,2001-09-12,CSE0001502,11810625
L8930C4,640,2001-09-12,2001-09-11,CSE0001502,11212823
P09Y825,80,2001-08-17,2001-09-09,CSE0001502,11212120
S0912X5,180,2001-09-27,2001-08-23,CSE0001502,11212823
R5F0782,570,2008-06-10,2008-06-03,CSE0001503,11510816
L29837Y,820,2008-05-11,2008-06-30,CSE0001503,11812407
MM72065,510,2008-05-13,2008-06-27,CSE0001503,11610600
M48J309,820,2008-06-22,2008-06-21,CSE0001503,11912320
N13J804,400,2008-05-12,2008-06-17,CSE0001503,11112822
M9P8604,700,2008-05-18,2008-06-13,CSE0001503,11911323
L92148E,940,2008-06-20,2008-05-13,CSE0001503,11712325
F24170J,630,2008-05-29,2008-06-09,CSE0001503,11510816
MR46392,290,2008-05-24,2008-06-10,CSE0001503,12110515
C741G20,890,2008-06-20,2008-05-20,CSE0001503,12110325
S956G17,980,2008-05-24,2008-05-30,CSE0001503,11611227
L7P4035,890,2008-05-09,2008-05-10,CSE0001503,11712325
PY35974,120,2002-09-14,2002-09-09,CSE0001504,11911112
B189A57,150,2002-10-03,2002-08-29,CSE0001504,11610318
P45Q120,430,2002-09-17,2002-09-16,CSE0001504,11712215
WJ50817,430,2002-09-14,2002-09-12,CSE0001504,11312426
A50L172,490,2002-09-07,2002-09-01,CSE0001504,12110421
S2501J4,520,2002-09-09,2002-08-22,CSE0001504,11412900
V5W8496,450,2002-09-10,2002-08-15,CSE0001504,12011920
O9F4205,820,2002-08-15,2002-09-06,CSE0001504,11211620
C1F0953,290,2002-08-31,2002-09-18,CSE0001504,11311405
M62870K,680,2002-08-12,2002-09-03,CSE0001504,11910811
P56U187,190,2002-08-18,2002-08-07,CSE0001504,11111605
SE17564,320,2002-08-27,2002-08-20,CSE0001504,11911700
L7P4035,700,2002-08-04,2002-08-29,CSE0001504,11410820
H8713D4,950,2002-08-07,2002-08-24,CSE0001504,11911700
S3R8754,590,2002-09-22,2002-08-31,CSE0001504,11911112
D51962U,480,2002-10-03,2002-09-26,CSE0001504,12212915
C78629B,580,2002-08-09,2002-09-12,CSE0001504,11410404
T0X9417,280,2002-08-26,2002-09-07,CSE0001504,12112505
AE80564,990,2002-09-20,2002-08-24,CSE0001504,12211226
TO87603,920,2002-09-16,2002-09-13,CSE0001504,12111926
SW03642,50,2002-09-23,2002-09-30,CSE0001504,12010225
C45R631,960,2002-08-09,2002-08-30,CSE0001504,11111510
M0467E1,810,2002-08-11,2002-08-29,CSE0001504,11812521
B830R57,50,2002-09-26,2002-08-08,CSE0001504,11312426
P6O1843,380,2002-01-26,2002-01-28,CSE0001505,12211711
C21057Z,790,2002-01-06,2002-01-08,CSE0001505,11812018
MC32085,990,2018-02-14,2018-03-05,CSE0001506,11311619
P56U187,280,2018-04-01,2018-03-21,CSE0001506,11611210
RC12709,770,2018-03-25,2018-03-23,CSE0001506,11610900
WC49732,900,2018-02-13,2018-03-30,CSE0001506,12011919
IZ80719,600,2018-03-22,2018-04-01,CSE0001506,11612024
CM46520,440,2018-03-29,2018-03-17,CSE0001506,11112106
I1M6430,830,2018-03-03,2018-03-13,CSE0001506,12212407
SW03642,860,2018-03-12,2018-03-08,CSE0001506,11811307
O853L07,760,2018-04-06,2018-02-27,CSE0001506,12010605
C95F078,260,2018-03-29,2018-02-26,CSE0001506,12110429
AE80564,990,2018-03-28,2018-03-22,CSE0001506,11112316
C02614Q,530,2018-03-17,2018-03-19,CSE0001506,11211721
A37260X,450,2018-03-02,2018-02-16,CSE0001506,12112613
W49310P,170,2018-03-22,2018-03-10,CSE0001506,11711214
D230D47,30,2018-03-20,2018-03-10,CSE0001506,11211016
A35J746,520,2018-03-09,2018-02-14,CSE0001506,11211305
S956G17,450,2018-04-01,2018-03-25,CSE0001506,11410826
L29837Y,420,2014-02-17,2014-01-07,CSE0001507,12110203
M6328D7,620,2014-01-30,2014-01-20,CSE0001507,11412900
S7K6834,410,2014-01-11,2014-01-23,CSE0001507,11412715
E4280M5,740,2013-12-31,2014-01-01,CSE0001507,12112001
V0W6342,730,2014-02-14,2014-02-13,CSE0001507,11911604
A794O23,130,2014-02-10,2014-01-27,CSE0001507,11511312
H089L35,740,2014-01-17,2014-02-06,CSE0001507,12212915
AA85346,280,2016-01-11,2016-01-28,CSE0001508,11812006
M97X845,1000,2016-02-03,2015-12-28,CSE0001508,11910210
NY39107,600,2015-12-25,2015-12-20,CSE0001508,12212108
H64578X,160,2004-09-20,2004-08-11,CSE0001509,11312106
C6C1349,650,2004-09-08,2004-09-03,CSE0001509,11611606
W1473B8,10,2004-09-09,2004-09-27,CSE0001509,11510105
G21467A,140,2004-09-17,2004-09-23,CSE0001509,11710215
EZ12538,880,2004-09-03,2004-09-06,CSE0001509,11111311
SE17564,920,2004-08-25,2004-09-30,CSE0001509,11112116
H7Y6824,320,2004-09-19,2004-09-25,CSE0001509,11412317
O8C6513,850,2004-09-04,2004-09-26,CSE0001509,11511203
CZ28413,160,2004-09-06,2004-09-17,CSE0001509,12212520
M8I1749,1000,2004-09-11,2004-09-09,CSE0001509,11812422
S2180L4,20,2004-08-27,2004-08-23,CSE0001509,11611816
C7G8396,760,2004-09-08,2004-08-22,CSE0001509,11511127
M9J6453,740,2004-09-25,2004-09-21,CSE0001509,11112116
D0Q2543,990,2004-10-06,2004-10-03,CSE0001509,11112919
T0829X7,890,2004-09-09,2004-08-21,CSE0001509,12211817
AA85346,940,2004-09-19,2004-08-31,CSE0001509,11812127
H089L35,310,2004-08-22,2004-08-23,CSE0001509,12111825
M859T76,940,2004-09-04,2004-10-03,CSE0001509,12110824
T9T8140,110,2004-09-22,2004-09-25,CSE0001509,11212212
T540P67,780,2004-08-21,2004-09-04,CSE0001509,12212927
A273M51,690,2004-10-02,2004-10-04,CSE0001509,11211517
W9718W3,320,2004-09-02,2004-09-30,CSE0001509,11410003
R7248S9,320,2014-06-04,2014-05-23,CSE0001510,12110614
T739U65,880,2014-05-17,2014-06-01,CSE0001510,11211217
P4052D1,890,2014-06-07,2014-04-22,CSE0001510,11911204
DT47956,430,2014-05-30,2014-05-27,CSE0001510,11410905
R54810N,30,2014-05-11,2014-05-30,CSE0001510,11712325
W920W86,830,2014-06-01,2014-05-06,CSE0001510,11310829
D0Q2543,30,2014-05-05,2014-06-02,CSE0001510,11211414
E6N2308,630,2001-12-09,2001-10-25,CSE0001511,11210425
D1G4290,50,2001-10-18,2001-10-26,CSE0001511,11210120
P1275R8,700,2001-10-14,2001-11-21,CSE0001511,11911204
H9842K1,970,2001-11-17,2001-10-20,CSE0001511,11311405
FK39705,900,2001-11-19,2001-11-17,CSE0001511,11310305
UL87156,60,2001-10-14,2001-11-17,CSE0001511,12110203
FG91426,550,2001-12-06,2001-12-04,CSE0001511,12211614
B8E1796,10,2001-12-01,2001-11-27,CSE0001511,11611819
S92348F,730,2001-10-16,2001-10-16,CSE0001511,11112822
O8C6513,990,2001-10-29,2001-12-04,CSE0001511,11410905
SY73215,820,2001-12-09,2001-10-29,CSE0001511,11311712
M40V792,130,2001-11-23,2001-11-29,CSE0001511,11310829
M8I1749,470,2001-10-14,2001-10-23,CSE0001511,11412311
B239N58,840,2001-11-29,2001-11-21,CSE0001511,11212524
B239N58,560,2001-11-11,2001-10-18,CSE0001511,11110319
S7Z8134,620,2001-11-05,2001-10-17,CSE0001511,11710008
N13J804,650,2001-10-21,2001-11-27,CSE0001511,11211501
L891S65,340,2001-10-24,2001-10-13,CSE0001511,11710304
M9J6453,300,2001-11-23,2001-11-03,CSE0001511,11212510
R04W892,220,2001-10-27,2001-11-13,CSE0001511,11310829
L8N0649,100,2006-01-27,2005-12-19,CSE0001512,11810706
V0W6342,920,2005-12-23,2006-01-05,CSE0001512,11212823
A50L172,880,2006-01-17,2005-12-10,CSE0001512,11711701
P1275R8,340,2006-01-10,2005-12-13,CSE0001512,12012421
A08264O,900,2006-01-19,2006-01-18,CSE0001512,12212618
R796N84,350,2006-01-14,2005-12-19,CSE0001512,11110916
SK73928,790,2005-12-29,2005-12-08,CSE0001512,11112911
N89L425,20,2006-01-03,2006-01-10,CSE0001512,11811426
MR46392,980,2006-01-13,2006-02-03,CSE0001512,12110129
OP18549,660,2005-12-31,2005-12-15,CSE0001512,11310127
S3R8754,490,2006-01-27,2006-01-03,CSE0001512,11510416
R5F0782,30,2005-12-17,2005-12-08,CSE0001512,12111227
I8206B5,380,2006-01-22,2006-02-02,CSE0001512,11511423
M9J6453,430,2006-01-17,2006-01-02,CSE0001512,11710029
FJ71643,920,2006-01-12,2005-12-25,CSE0001512,11311902
EU82057,260,2006-02-04,2006-02-01,CSE0001512,12212700
CS90168,950,2005-12-18,2006-01-13,CSE0001512,11710106
SB01298,740,2006-01-26,2006-01-05,CSE0001512,12011919
M9J6453,520,2006-01-07,2005-12-09,CSE0001512,11911424
H089L35,330,2006-01-05,2006-01-06,CSE0001512,11411720
SB01298,920,2005-12-09,2005-12-29,CSE0001512,11710327
T035M47,990,2006-01-19,2006-01-23,CSE0001512,12111324
T1239W5,480,2006-01-27,2006-01-02,CSE0001512,11512914
T95761U,1000,2005-12-18,2006-01-18,CSE0001512,12110225
WC49732,970,2005-12-31,2006-02-05,CSE0001512,11612024
CZ28413,960,2005-12-08,2005-12-18,CSE0001512,12010605
AE80564,290,2006-01-23,2006-01-30,CSE0001512,11811426
T35X601,670,2005-12-25,2006-01-30,CSE0001512,11811426
I36Z941,380,2006-02-01,2006-01-04,CSE0001512,11210622
T95761U,780,2013-09-07,2013-08-30,CSE0001513,11611101
S8465W1,770,2013-09-30,2013-08-12,CSE0001513,11411314
VM86749,160,2013-08-16,2013-09-11,CSE0001513,11411820
E7R6098,460,2013-09-28,2013-08-22,CSE0001513,12010703
K62879Z,940,2013-08-31,2013-08-12,CSE0001513,12110704
R5F0782,710,2000-03-23,2000-03-01,CSE0001514,11812011
H64578X,20,2000-02-08,2000-02-24,CSE0001514,11810916
W318D96,320,2000-02-05,2000-02-27,CSE0001514,11210312
N62Z458,980,2000-02-08,2000-02-20,CSE0001514,11612606
P4052D1,860,2000-03-13,2000-02-23,CSE0001514,12112420
S5291W4,320,2000-02-07,2000-03-04,CSE0001514,11710709
S2501J4,230,2000-02-08,2000-02-21,CSE0001514,11611317
C45R631,520,2000-02-19,2000-02-18,CSE0001514,12210320
S5291W4,150,2000-03-19,2000-02-03,CSE0001514,11112126
WC49732,900,2000-03-08,2000-03-25,CSE0001514,11811124
PY35974,700,2008-12-16,2009-01-06,CSE0001515,11810104
P1275R8,150,2009-01-20,2009-01-21,CSE0001515,11710128
V0W6342,550,2008-12-29,2009-01-20,CSE0001515,12110421
H9842K1,600,2008-12-19,2008-12-17,CSE0001515,11211501
D8150P6,10,2008-12-29,2009-01-01,CSE0001515,12011920
L17546O,510,2009-01-15,2008-12-30,CSE0001515,11311712
H7Y6824,890,2008-12-17,2009-01-04,CSE0001515,11312922
H8713D4,210,2009-01-27,2009-01-08,CSE0001515,11911204
C04R672,310,2008-12-09,2009-01-07,CSE0001515,11310009
D51962U,720,2009-01-12,2008-12-11,CSE0001515,11212200
B56K283,470,2009-01-26,2009-01-29,CSE0001515,11112003
DT47956,420,2008-12-21,2009-01-24,CSE0001515,11112822
FJ71643,100,2008-12-10,2008-12-27,CSE0001515,11410502
S5291W4,770,2009-01-08,2009-01-25,CSE0001515,12011708
C45R631,80,2009-01-29,2008-12-26,CSE0001515,11411019
I357B21,730,2009-01-06,2009-01-14,CSE0001515,11511312
M9J6453,690,2008-12-12,2009-01-26,CSE0001515,11511213
CS90168,700,2008-12-08,2009-01-28,CSE0001515,11312003
PY35974,440,2009-01-05,2009-01-13,CSE0001515,11512928
G21467A,560,2013-02-27,2013-01-06,CSE0001516,11311818
D93P178,480,2013-01-10,2013-02-12,CSE0001516,11810916
C741G20,990,2000-07-04,2000-08-07,CSE0001517,11711214
S7K6834,840,2000-07-15,2000-07-20,CSE0001517,12011319
T9508D4,340,2000-08-11,2000-06-25,CSE0001517,12012220
L8930C4,820,2000-06-27,2000-07-04,CSE0001517,11910706
T1239W5,630,2003-05-17,2003-07-06,CSE0001518,11612410
P1275R8,310,2003-05-21,2003-06-07,CSE0001518,11511608
TT21465,380,2003-05-28,2003-06-03,CSE0001518,11511019
S2501J4,140,2003-06-29,2003-05-22,CSE0001518,12110824
C96H382,760,2003-06-12,2003-06-03,CSE0001518,11210204
M62870K,50,2003-06-29,2003-05-24,CSE0001518,11110802
V56301I,170,2003-07-05,2003-06-19,CSE0001518,11810114
C6C1543,530,2003-06-13,2003-05-28,CSE0001518,11112312
G58A216,440,2003-06-13,2003-05-25,CSE0001518,11110111
L15649H,980,2003-05-19,2003-06-06,CSE0001518,11711304
R7248S9,630,2003-07-11,2003-05-15,CSE0001518,12211003
D51962U,230,2003-05-14,2003-07-10,CSE0001518,11410318
C9520Y6,630,2003-05-27,2003-07-03,CSE0001518,11912623
A59027Z,170,2003-05-29,2003-05-28,CSE0001518,11110111
I072X68,720,2003-06-24,2003-05-25,CSE0001518,11611812
S5291W4,70,2003-06-04,2003-07-11,CSE0001518,11812127
I36Z941,460,2003-06-09,2003-05-23,CSE0001518,12211403
W49310P,570,2003-06-07,2003-06-13,CSE0001518,11911416
H18Z450,320,2003-06-03,2003-06-16,CSE0001518,11412313
C2B7139,780,2003-06-11,2003-06-13,CSE0001518,11211708
L85R920,430,2008-11-28,2008-12-27,CSE0001519,12011702
T1239W5,180,2008-11-24,2008-12-07,CSE0001519,11711514
SR61908,100,2008-11-24,2008-12-15,CSE0001519,11212724
WJ50817,470,2008-11-08,2008-12-08,CSE0001519,12011517
S2180L4,210,2008-12-10,2008-12-10,CSE0001519,11710818
S2180L4,150,2008-11-27,2008-11-11,CSE0001519,12011920
D0Q2543,910,2008-11-20,2008-12-09,CSE0001519,11211620
T95761U,110,2008-11-06,2008-12-31,CSE0001519,11210906
O9F4205,830,2008-11-18,2008-11-07,CSE0001519,12212215
C02614Q,520,2008-11-06,2008-11-18,CSE0001519,11310914
N2364L9,600,2008-11-21,2008-11-22,CSE0001519,12112505
L8N0649,960,2021-03-04,2021-02-24,CSE0001520,11710522
A50L172,880,2021-02-06,2021-01-29,CSE0001520,11710209
C6C1349,630,2021-02-17,2021-01-23,CSE0001520,11612502
TI26891,20,2021-01-11,2021-02-18,CSE0001520,11212008
M97X845,180,2021-01-04,2021-01-16,CSE0001520,11112206
CY08734,730,2021-02-26,2021-01-21,CSE0001520,12110704
OP18549,910,2021-01-14,2021-02-07,CSE0001520,11711609
CZ28413,410,2021-01-21,2021-01-23,CSE0001520,11812801
M8I1749,1000,2021-01-23,2021-02-04,CSE0001520,12212108
B239N58,500,2021-01-13,2021-01-05,CSE0001520,12212700
A392R56,340,2021-02-23,2021-01-25,CSE0001520,11810021
P09Y825,370,2021-01-19,2021-01-27,CSE0001520,12012421
T9T8140,820,2021-03-02,2021-01-31,CSE0001520,11510416
M0467E1,310,2021-02-16,2021-01-24,CSE0001520,11112504
C2F0671,360,2005-11-26,2005-12-04,CSE0001521,11210423
G8573U9,170,2005-10-09,2005-11-17,CSE0001521,11110916
T95761U,780,2005-10-11,2005-11-23,CSE0001521,11810021
I94V518,870,2005-12-05,2005-11-28,CSE0001521,11912919
M2348K0,190,2005-10-23,2005-10-15,CSE0001521,11512408
M97X845,560,2005-11-01,2005-11-09,CSE0001521,11510201
A02N847,380,2005-10-17,2005-10-26,CSE0001521,11512914
C634K72,1000,2005-11-12,2005-11-15,CSE0001521,11512115
R7248S9,100,2005-10-24,2005-10-18,CSE0001521,11212008
C96H382,220,2001-07-02,2001-07-11,CSE0001522,11210506
N74Y235,540,2018-04-12,2018-03-14,CSE0001523,11312521
N74Y235,730,2018-02-17,2018-03-17,CSE0001523,11411720
S6I1543,710,2018-02-21,2018-04-12,CSE0001523,12110704
R2I4560,950,2018-03-10,2018-04-10,CSE0001523,11710209
SW03642,590,2018-03-20,2018-03-31,CSE0001523,11310313
W1473B8,740,2018-03-01,2018-03-10,CSE0001523,11311906
CO19853,780,2018-03-30,2018-04-04,CSE0001523,11811426
M97X845,300,2018-03-08,2018-03-22,CSE0001523,11310313
S8104Z6,180,2018-04-09,2018-03-19,CSE0001523,11212120
T9T8140,790,2018-02-22,2018-02-20,CSE0001523,11712200
C37A594,760,2018-03-11,2018-03-08,CSE0001523,11411720
C37A594,650,2018-02-18,2018-03-06,CSE0001523,11411425
R796N84,540,2005-08-30,2005-09-19,CSE0001524,11111115
H7Y6824,600,2005-09-19,2005-08-16,CSE0001524,11112003
R7248S9,260,2004-03-10,2004-03-11,CSE0001525,11112003
F8E7125,900,2004-03-23,2004-02-18,CSE0001525,11112822
C7826A5,760,2004-03-03,2004-02-29,CSE0001525,11710008
CC50327,670,2004-02-12,2004-02-23,CSE0001525,11710818
A4A8763,450,2004-03-19,2004-03-21,CSE0001525,12012309
V56301I,700,2004-02-18,2004-03-01,CSE0001525,11112029
CS90168,980,2004-02-08,2004-01-24,CSE0001525,11910015
A273M51,190,2004-03-09,2004-02-24,CSE0001525,12110203
H362I81,860,2004-02-07,2004-03-11,CSE0001525,11811417
DB83217,930,2007-08-20,2007-08-28,CSE0001526,11212711
D56294N,150,2007-09-16,2007-08-29,CSE0001526,11410502
R58049A,600,2007-09-04,2007-08-02,CSE0001526,12110614
GC81302,410,2007-08-22,2007-08-02,CSE0001526,11110319
O8C6513,640,2007-09-01,2007-08-10,CSE0001526,11211217
I291Q38,910,2007-09-24,2007-08-15,CSE0001526,12010120
N62Z458,120,2007-09-22,2007-09-17,CSE0001526,11110319
R5F0782,440,2007-09-02,2007-08-03,CSE0001526,11110319
S7K6834,400,2007-09-20,2007-08-27,CSE0001526,11611227
GS13927,440,2007-09-29,2007-08-19,CSE0001526,11612521
M6328D7,470,2007-08-05,2007-08-18,CSE0001526,12211226
M320L69,560,2007-08-15,2007-08-10,CSE0001526,11512928
A392R56,100,2007-08-02,2007-09-28,CSE0001526,11710304
I357B21,750,2007-08-21,2007-09-08,CSE0001526,11311712
FC40169,330,2007-08-26,2007-09-27,CSE0001526,11312003
MC32085,750,2009-09-04,2009-09-18,CSE0001527,11710215
D8150P6,510,2009-09-26,2009-09-27,CSE0001527,11612410
R6K1395,910,2009-10-05,2009-09-06,CSE0001527,11611816
D56294N,360,2021-10-26,2021-11-23,CSE0001528,12011517
C7826A5,810,2021-11-14,2021-11-28,CSE0001528,11611819
PY35974,910,2021-10-25,2021-11-25,CSE0001528,11410502
W08294X,390,2021-11-05,2021-10-25,CSE0001528,11310914
WJ50817,670,2021-10-23,2021-11-21,CSE0001528,11412900
F9135R4,170,2021-10-23,2021-10-26,CSE0001528,11511312
TT21465,130,2021-11-06,2021-11-28,CSE0001528,11112003
LO12047,840,2021-11-22,2021-10-05,CSE0001528,11412623
M97X845,630,2021-10-22,2021-10-20,CSE0001528,11712325
D93P178,260,2021-11-12,2021-10-17,CSE0001528,11812728
H7143H9,960,2021-10-16,2021-11-25,CSE0001528,12011702
FJ71643,730,2021-11-27,2021-10-11,CSE0001528,11212711
I8206B5,30,2021-10-14,2021-11-11,CSE0001528,12111926
M9P8604,870,2021-10-18,2021-11-24,CSE0001528,11111115
M320L69,140,2021-10-15,2021-11-18,CSE0001528,12010120
C45R631,10,2021-10-22,2021-11-30,CSE0001528,11712125
H089L35,870,2021-11-03,2021-11-13,CSE0001528,11510816
